animal_name,status,order,adult_mass_g,neonate_mass_g,brain_mass_g,adult_body_length_mm,dphy_plant,dphy_vertebrate,dphy_invertebrate,trophic_level,det_diet_breadth_n,foraging_stratum,habitat_breadth_n,activity_cycle,fossoriality,hibernation_torpor,max_longevity_d,litter_size_n,litters_per_year_y,interbirth_interval_d,gestation_length_d,weaning_age_d,female_maturity_d,age_first_reproduction_d,generation_length_d,density_n_km2,altitude_breadth,dispersal_km
Crocidura lepidura,lc,Eulipotyphla,12,782.4393379,0.472089763,95,0,50,50,3,2,G,3,1,1,0,1120.564296,1.615,2.979455,83.06474056,68.10684675,37.03130558,232.1750734,266.7601785,624.5698718,1709.252447,2000,0.744238559
Crocidura leucodon,lc,Eulipotyphla,10.94,0.89,0.408118812,129,0,50,50,3,2,G,3,1,1,0,1095,4.72,3.790755,40.66465253,30.13164,22,107.16,137.655,427.67965,2735.25389,2500,0.711265665
Crocidura levicula,lc,Eulipotyphla,1.77,0.7821993,0.23315741,61.09599214,0,50,50,3,2,G,1,1,1,0,368.1876666,3.154705,3.017415,79.09275683,25.5579301,22.4240557,213.425413,251.2712845,485.7525804,932.0171598,800,0.291353512
Crocidura littoralis,lc,Eulipotyphla,17.305,21.1712543,0.391475289,98.617395,0,50,50,3,2,G,1,1,1,0,239.8110834,2.99,3.05965,72.02892181,31.12433273,26.10410482,151.4178963,189.7215002,507.1493964,590.1166395,1434.126,0.890466206
Crocidura longipes,dd,Eulipotyphla,19.3,23.24944025,0.479293144,97.399305,0,50,50,3,2,G,1,1,1,0,294.272125,2.186355,3.133925,84.98809393,35.76820115,26.4765217,205.7859618,255.2677262,622.272531,916.9481336,1017.705,0.939369463
Crocidura lucina,vu,Eulipotyphla,8.157340556,0.7720643,0.296576928,78.62551764,0,50,50,3,2,G,2,1,1,0,673.1482083,3.608155,3.095265,76.44212736,27.19626761,23.22589482,181.1621592,219.7605301,461.5693532,2132.12755,1050,0.615987881
Crocidura ludia,lc,Eulipotyphla,5.39,0.8142813,0.291647125,71,0,50,50,2,2,G,1,1,1,0,400.0278333,3.222945,2.98103,75.43079003,25.49387818,22.49660158,211.3062594,247.3835565,473.2204601,1011.641774,1009.977,0.059934886
Crocidura luna,lc,Eulipotyphla,12.55,22.7429802,0.413300639,97.43917,0,50,50,3,2,G,1,1,1,0,30.41666655,1.99,3.184105,78.29535302,37.40484971,26.8549974,198.9596764,242.7720544,600.7232238,1191.80801,998.6,0.760761949
Crocidura lusitania,lc,Eulipotyphla,2.48,0.644925,0.209816611,30.99,0,50,50,3,2,G,2,1,1,0,523.948375,3.899285,3.171265,78.95272025,26.43712802,22.1998348,218.8595935,255.1115227,484.7388445,2430.875203,1542.016833,0.343711988
Crocidura macarthuri,lc,Eulipotyphla,8.157340556,0.9418993,0.276103455,81.9832773,0,50,50,3,2,G,1,1,1,0,323.7975833,3.268505,2.99372,66.98091011,25.0684398,22.3305416,154.6142351,200.6900972,479.1694256,730.8544542,1269.46,0.615987881
Crocidura macmillani,nt,Eulipotyphla,12.8,33.79738283,5.935302619,105.2031775,0,50,50,3,2,G,2,1,1,0,30.41666655,2.865,2.366985,130.6227658,35.8507876,40.5321516,230.2012061,273.3340915,961.3529233,1313.017361,710,0.768150366
Crocidura macowi,dd,Eulipotyphla,10.35,21.01688711,0.294380072,96.28263,0,50,50,3,2,G,1,1,1,0,206.4713749,2.873055,3.13152,62.39942812,31.66871353,25.32456782,148.2370349,186.6932773,496.6978589,743.4059159,1155.659,0.692204037
Crocidura malayana,lc,Eulipotyphla,12,8.56552085,0.754327807,95,0,50,50,3,2,G,1,1,1,0,792.8195416,1.615,3.20935,82.57862179,41.56219147,26.98908558,197.8872333,237.3204847,627.9947393,1697.136893,1450,0.744238559
Crocidura manengubae,vu,Eulipotyphla,8.157340556,1.5526628,1.450795718,85.13967243,0,50,50,3,2,G,3,1,1,0,461.1045,3.147325,3.020475,70.75323384,26.88059811,24.01475788,198.0664358,240.8348071,513.989608,885.8267106,500,0.615987881
Crocidura maquassiensis,lc,Eulipotyphla,5.99,0.7653343,0.284793626,69.12911214,0,50,50,3,2,G,1,1,1,0,442.0545416,3.123965,3.046055,77.94643451,26.84212305,22.4468164,210.8248084,246.561416,485.0423007,1196.942468,1072.866,0.529483584
Crocidura mariquensis,lc,Eulipotyphla,10.025,0.978192813,0.286523155,85.3898141,0,50,50,3,2,G,1,1,1,0,30.41666655,3.72,2.79607,61.39346213,24.74551837,22.35170702,137.7084328,166.4523835,474.4462261,790.6758182,1476.828,0.681466801
Crocidura maurisca,lc,Eulipotyphla,14,21.0632888,0.399639249,94,0,50,50,2,2,G,1,1,1,0,300.5288333,2.931061667,2.97892,67.22034612,30.44865237,25.7387786,155.6486362,186.0981207,491.0690386,779.0680315,1301.631,0.101315592
Crocidura maxi,nt,Eulipotyphla,7.53,1.624412,2.212007346,79.6419841,0,50,50,3,2,G,1,1,1,0,778.8887083,3.22536,3.094155,76.3611853,27.61494111,23.14137556,188.3482632,231.3540041,494.406697,1739.058843,339,0.592301585
Crocidura maxi,lc,Eulipotyphla,7.53,0.8671988,0.343836571,78.6104182,0,50,50,3,2,G,1,1,1,0,755.5347917,3.394043571,3.090165,74.1484134,28.02882011,23.00515228,198.2928884,238.7269331,506.6519432,1729.552937,2800,0.592301585
Crocidura mindorus,dd,Eulipotyphla,18,21.632335,0.442521493,96.093323,0,50,50,3,2,G,1,1,1,0,455.7876667,2.5381,3.09883,73.59736678,32.75211659,23.59763736,180.6137128,228.6226037,526.8247261,1554.476216,1595,0.907814017
Crocidura mindorus,dd,Eulipotyphla,18,21.65424115,0.438858877,95.866628,0,50,50,3,2,G,1,1,1,0,448.1348334,2.521125,3.12232,73.41151984,32.78183928,23.81027776,175.2989317,226.9576844,529.8731137,1644.798611,1000,0.907814017
Crocidura miya,en,Eulipotyphla,10.2,21.41823251,0.348937529,92.9777191,0,50,50,3,2,G,1,1,1,0,516.84,2.732945,3.12054,69.95477499,32.58359431,23.79883036,175.0639449,226.3278712,499.165612,1639.211889,1980,0.687270085
Crocidura monax,en,Eulipotyphla,16,21.57317,0.397469845,98.3306255,0,50,50,3,2,G,1,1,1,0,183.7896667,2.60653,3.03791,73.04916052,32.12063561,25.16716422,190.3051436,235.1242594,520.3804919,783.8189114,1500,0.856903957
Crocidura monax,dd,Eulipotyphla,16,21.57317,0.397469845,98.3306255,0,50,50,3,2,G,1,1,1,0,183.7896667,2.60653,3.03791,73.04916052,32.12063561,25.16716422,190.3051436,235.1242594,520.3804919,783.8189114,1500,0.856903957
Crocidura monax,nt,Eulipotyphla,16,1.0661993,0.405640087,91.167405,0,50,50,3,2,G,2,1,1,0,312.7350417,3.375385,2.96707,71.95157728,25.97227447,22.37468716,188.5355527,235.9462002,511.3565866,948.8396859,1800,0.856903957
Crocidura monticola,lc,Eulipotyphla,6.6,0.7927663,0.321789288,70.405795,0,50,50,3,2,G,1,1,1,0,684.959,3.419493571,3.01507,78.41476624,26.64466797,22.71167169,206.5103331,241.1562757,474.5558135,1862.312064,2000,0.555251685
Crocidura montis,lc,Eulipotyphla,14.49,0.947457,0.378694097,83.73526653,0,50,50,2,2,G,3,1,1,0,393.1019583,3.74,2.836945,69.54198345,24.69037644,22.83783168,185.3044577,228.0441192,469.750248,929.1068146,2070,0.103250812
Crocidura muricauda,lc,Eulipotyphla,5.63,0.8293543,0.241418212,71,0,50,50,3,2,G,1,1,1,0,362.691375,3.22553,2.97957,75.60096097,25.1761383,22.17363686,211.8540499,246.8459477,467.2236225,910.3401103,1198.932,0.513644297
Crocidura musseri,dd,Eulipotyphla,7.7,0.9381843,0.269555182,77.7325382,0,50,50,3,2,G,1,1,1,0,311.5609583,3.19269,3.04205,71.3656019,25.5459126,21.84820352,194.3855628,234.7823292,488.4055338,714.1130164,1320.063,0.598816574
Crocidura mutesae,dd,Eulipotyphla,15.8,1,0.375751037,110,0,50,50,3,2,G,2,1,1,0,121.6666665,3.67,2.38,58.95961654,18.1308,17.84862,134.8690612,165.7363387,447.17865,937.7512587,1715.405,0.851638584
Crocidura nana,dd,Eulipotyphla,7,0.86233,0.248081049,66,0,50,50,3,2,G,1,1,1,0,311.4058333,3.385065,2.93051,74.5761429,24.59639102,22.6548127,209.3794476,244.3515429,472.4163609,838.617209,1307.373,0.571493633
Crocidura nanilla,lc,Eulipotyphla,6.5,0.8420343,0.241331229,66,0,50,50,3,2,G,1,1,1,0,356.4742083,3.249015,2.98853,74.95775653,25.22909846,22.33412906,208.8410942,245.2399193,470.7355417,880.1582819,1195.774,0.551113312
Crocidura negligens,lc,Eulipotyphla,12,782.5896664,0.755270556,95,0,50,50,3,2,G,1,1,1,0,1090.314441,1.615,2.94776,82.38990527,67.96803239,37.59268244,233.1036556,263.0543855,626.1693488,1620.887351,1800,0.744238559
Crocidura negrina,en,Eulipotyphla,11.33,21.56981781,0.374318047,94.640538,0,50,50,3,2,G,1,1,1,0,472.793625,2.65746,3.13043,66.80930769,32.63199984,23.86445524,167.4249723,218.351845,507.9813624,1626.096008,950,0.723579097
Crocidura nicobarica,cr,Eulipotyphla,31.03,133.8796721,2.673470235,100,0,50,50,3,2,G,1,1,1,0,763.9662917,3,3.263805,72.67828957,34.67356497,31.35586696,165.1363167,212.3323039,579.3497942,1780.754846,100,1.185458696
Crocidura nigeriae,lc,Eulipotyphla,17.1,21.82342815,0.392515973,98.8631975,0,50,50,3,2,G,1,1,1,0,152.0833335,2.44,3.038165,71.28994045,32.6279976,25.8317302,190.1645268,235.6252969,540.1221829,780.033068,1288.771,0.885281626
Crocidura nigricans,lc,Eulipotyphla,10.35,0.979520313,0.279538509,85.342261,0,50,50,3,2,G,1,1,1,0,30.41666655,3.94,2.923835,57.67444689,24.28024097,22.64392308,116.0979389,147.4776388,456.4286271,891.3346274,1458.452,0.692204037
Crocidura nigripes,lc,Eulipotyphla,13.2,21.58788781,0.408828502,95.747405,0,50,50,3,2,G,1,1,1,0,460.338,2.60675,3.08186,71.81710268,32.35203252,23.94107972,193.3070069,237.1974406,525.0643179,1619.642359,2800,0.779820384
Crocidura nigrofusca,lc,Eulipotyphla,11.75,21.70690781,0.385798154,93.4607921,0,50,50,3,2,G,1,1,1,0,422.7673333,2.49,3.119875,70.64681675,33.12937054,24.02728296,176.4933842,226.7750831,524.8035491,1615.017225,1497.307,0.736600334
Crocidura nimbae,nt,Eulipotyphla,15.502,21.1934093,0.35406439,96.0372755,0,50,50,3,2,G,1,1,1,0,328.728125,2.995751667,2.956525,66.06820024,30.38160185,25.04588984,147.5319063,185.9209352,487.184523,467.0773772,1468.02,0.843729717
Crocidura niobe,lc,Eulipotyphla,16,1.0936421,0.427174345,92.9136314,0,50,50,3,2,G,3,1,1,0,585.4387083,2.99,2.989185,70.57016924,26.60600589,22.88291686,137.0490123,164.1665591,480.2789724,1633.86055,1677.921,0.856903957
Crocidura obscurior,lc,Eulipotyphla,3.49,1.4202963,0.330119704,75.11844964,0,50,50,2,2,G,1,1,1,0,416.44675,2.99,3.030675,78.44782609,26.72929387,22.54680392,209.7411531,249.682745,502.9183064,1278.78208,600,0.047191073
Crocidura obscurior,lc,Eulipotyphla,3.49,1.4202963,0.330119704,75.11844964,0,50,50,2,2,G,1,1,1,0,416.44675,2.99,3.030675,78.44782609,26.72929387,22.54680392,209.7411531,249.682745,502.9183064,1278.78208,600,0.047191073
Crocidura olivieri,lc,Eulipotyphla,36.36,2.26,0.44,124.055,0,50,50,3,2,G,4,1,1,0,803,3.37,3.093285,65.94793607,25,22.82202644,133.462894,161.353596,493.3348655,72.36,1891.044,1.281206269
Crocidura orientalis,lc,Eulipotyphla,12,8.55774915,0.768508818,95,0,50,50,3,2,G,1,1,1,0,806.494875,1.615,3.182135,82.72506148,41.78561423,26.98581102,199.3228597,239.7536151,630.5000066,1621.690385,1200,0.744238559
Crocidura orii,en,Eulipotyphla,10.6,0.88,2.201508787,82.145,0,50,50,3,2,G,1,1,1,0,1460,4.165,3.5,28.23066403,29,23.82,75,104,440.6277099,4551.51453,300,0.700346932
Crocidura pachyura,lc,Eulipotyphla,10.6,0.88,0.232383438,82.145,0,50,50,3,2,G,2,1,1,1,1460,4.04,3.5,28.23066403,29,23.82,75,104,434.6077816,4769.229316,1000,0.700346932
Crocidura palawanensis,dd,Eulipotyphla,8.157340556,0.99665,0.358312514,83.425308,0,50,50,3,2,G,1,1,1,0,614.0242917,3.200928333,3.076625,73.39542165,27.88370525,23.1064571,185.8588074,227.740148,513.1676068,1577.370798,1300,0.615987881
Crocidura palawanensis,lc,Eulipotyphla,8.157340556,1.426975,0.358760475,85.484723,0,50,50,3,2,G,3,1,1,0,630.564875,3.181745,3.057215,74.43685584,27.63471809,22.98389926,188.3038908,230.4074645,509.709815,1642.357375,1300,0.615987881
Crocidura paradoxura,lc,Eulipotyphla,8.23,0.8558493,0.337718726,79.49344244,0,50,50,3,2,G,1,1,1,0,809.1107083,3.396324762,3.16731,72.05518212,28.12610619,23.24751046,177.8293829,224.3584842,491.3226621,1917.135843,1000,0.618670312
Crocidura parvipes,lc,Eulipotyphla,8.157340556,0.8796143,0.274049267,82.7821619,0,50,50,3,2,G,2,1,1,0,404.4929999,3.387065,2.99226,65.87610184,24.91544062,23.2106645,150.4330915,196.9280353,454.495734,1099.886264,1109.336,0.615987881
Crocidura pasha,lc,Eulipotyphla,6.5,0.8191943,0.257228551,72.25184714,0,50,50,3,2,G,1,1,1,0,355.1054583,3.29567,2.994885,70.28714308,25.30531216,22.52800792,183.7766587,222.6893399,472.7671706,895.0769875,1130.437,0.551113312
Crocidura pergrisea,dd,Eulipotyphla,10.1,1.045782113,0.292223128,82.520625,0,50,50,3,2,G,1,1,1,0,288.6237499,3.28966,3.025175,67.0873522,25.50185599,22.67116154,173.0270433,225.6811641,499.5404417,633.8152058,1345.432,0.683960199
Crocidura phaeura,en,Eulipotyphla,10.49,0.960397113,0.34683493,84,0,50,50,3,2,G,1,1,1,0,840.0687917,3.774685,3.188725,55.62664456,27.75059068,22.80098964,108.0725371,133.747782,433.5238457,1932.180955,1300,0.696776261
Crocidura phanluongi,lc,Eulipotyphla,57411.02262,1323.717929,115.6016165,1033.221005,0,50,50,3,2,G,1,1,1,0,5322.794899,2.3617725,1.721233333,257.1530488,126.4426086,109.2563623,609.7668428,723.8318353,2203.737128,394.102292,430,16.54954529
Crocidura phuquocensis,dd,Eulipotyphla,70306.17147,1437.473092,122.2907548,1077.991686,0,50,50,3,2,G,1,1,1,0,5408.293715,2.3751625,1.690348333,257.8608165,130.2755524,118.4510926,617.7426653,733.4866982,2256.728177,359.0200531,0,16.45603961
Crocidura picea,en,Eulipotyphla,8.157340556,0.8354393,0.314091741,78.4895073,0,50,50,3,2,G,2,1,1,0,543.3602916,3.30516,3.08132,74.96295049,27.29517437,23.66430778,200.9866347,240.2570424,500.4029675,1268.403095,1100,0.615987881
Crocidura pitmani,dd,Eulipotyphla,10.35,21.40702781,0.315578803,95.088145,0,50,50,3,2,G,1,1,1,0,178.0713333,2.68719,3.093345,70.21566955,32.37036194,25.51798074,187.1057104,233.138835,511.9596056,978.0551929,1288.305,0.692204037
Crocidura planiceps,dd,Eulipotyphla,2.5,0.7588743,0.238851818,66,0,50,50,3,2,G,1,1,1,0,405.4207083,3,3.054965,76.87078374,26.85547878,22.3458515,212.7327164,249.5578321,484.5700485,954.6187847,971.82,0.345067423
Crocidura poensis,dd,Eulipotyphla,17.1,68.32253955,2.319613186,95.5724825,0,50,50,3,2,G,2,1,1,0,152.0833335,2.44,3.088155,72.28894371,34.14516777,27.2793398,198.6337777,249.6332761,551.1915139,1216.86615,181,0.885281626
Crocidura poensis,lc,Eulipotyphla,17.1,21.82470815,0.392597639,99.0083075,0,50,50,3,2,G,1,1,1,0,152.0833335,2.44,3.03859,71.1016819,32.6258435,25.7983807,190.0792483,235.5049571,540.1701572,767.118258,1291.073,0.885281626
Crocidura polia,dd,Eulipotyphla,5.63,0.8149993,0.238957967,71,0,50,50,3,2,G,1,1,1,0,381.279,3.212305,3.0003,74.76677234,25.58487488,22.13265504,210.8286323,246.1863648,467.3595295,1006.865859,1016.703,0.513644297
Crocidura pullata,dd,Eulipotyphla,10.6,0.88,0.331555425,82.145,0,50,50,3,2,G,3,1,1,0,1460,4.04,3.5,28.23066403,29,23.82,75,104,438.8877543,4609.516206,1213.368667,0.700346932
Crocidura raineyi,dd,Eulipotyphla,14.49,21.02787211,0.390879008,97.2742025,0,50,50,3,2,G,1,1,1,0,255.7585417,2.781755,3.073995,71.66574384,31.41664047,25.749019,167.3678562,213.8290901,497.2550308,1520.475247,1338.62805,0.816275695
Crocidura ramona,lc,Eulipotyphla,4.5,0.7569843,0.260675066,67.53428714,0,50,50,3,2,G,1,1,1,0,424.9482083,3.1664,3.02876,74.22467864,26.90785891,22.55447818,212.4090028,246.058725,491.9110509,922.3624934,1076.916,0.460243314
Crocidura rapax,dd,Eulipotyphla,10.6,0.88,0.331555425,82.145,0,50,50,3,2,G,3,1,1,0,1460,4.04,3.5,28.23066403,29,23.82,75,104,438.8877543,4609.516206,1213.368667,0.700346932
Crocidura religiosa,dd,Eulipotyphla,7,0.8906993,0.333854083,78.69187084,0,50,50,3,2,G,2,1,1,0,456.25,3.340085,3.139555,74.6058376,26.77595909,23.61919656,157.2276406,199.9972111,473.4479698,1972.157444,1308.2825,0.571493633
Crocidura rhoditis,lc,Eulipotyphla,14,1.140362113,0.35057428,86.4189573,0,50,50,3,2,G,1,1,1,0,362.4449999,3.496825,2.898925,69.56356865,25.33344518,21.7518178,190.8520355,238.8226546,488.8656532,566.7070536,2800,0.802631304
Crocidura roosevelti,lc,Eulipotyphla,11,1.074704913,0.276979695,82.7982869,0,50,50,3,2,G,1,1,1,0,261.2700416,3.406245,2.91372,62.75872951,25.1409655,22.35320574,138.1728154,170.582955,474.909957,659.5146994,1326.804,0.713174444
Crocidura russula,lc,Eulipotyphla,10.6,0.88,0.19,82.145,0,50,50,3,2,G,2,1,1,1,1460,4.04,3.5,28.23066403,29,23.82,75,95.2,448.652,8850,2000,0.700346932
Crocidura selina,dd,Eulipotyphla,14.49,0.971177813,0.378231908,88.8786782,0,50,50,3,2,G,2,1,1,0,374.280125,3.74,2.879585,72.51001556,25.67529797,22.67605752,182.5755429,228.6593132,476.1721894,1189.068812,2326.101,0.816275695
Crocidura serezkyensis,lc,Eulipotyphla,8.157340556,0.9846193,0.283227375,85.190215,0,50,50,3,2,G,1,1,1,0,306.3505833,3.31513,2.988215,66.09097715,25.11944256,22.45696312,152.70932,197.792189,474.8103706,663.0143113,1261.572,0.615987881
Crocidura shantungensis,lc,Eulipotyphla,7.425,0.53,0.284192,82,0,50,50,3,2,G,2,1,1,0,1460,4,3.5,91.25,27.15,25.13094,175,202.15,462.9812509,3439.712289,1195.73,0.588240092
Crocidura sibirica,lc,Eulipotyphla,10.94,0.89,0.462603491,129,0,50,50,3,2,G,4,1,1,0,1095,4.72,3.824775,43.82193252,30.13164,22,107.16,137.29164,439.9696002,3428.436267,1977.739,0.711265665
Crocidura sicula,lc,Eulipotyphla,10.84,0.885,0.281888171,86.5,0,50,50,3,2,G,2,1,1,0,1460,4.38,3.5,28.23066403,29.76146,23.18,101.08,130.84146,441.8421611,3862.185736,1000,0.708072463
Crocidura silacea,lc,Eulipotyphla,10.25,0.88,0.275508806,86,0,50,50,3,2,G,4,1,1,0,1460,4.02,3.5,28.23066403,29,23.82,75,104,432.7943182,4013.357198,1615.375,0.688918823
Crocidura smithii,lc,Eulipotyphla,8.157340556,0.9965778,0.274022114,88,0,50,50,3,2,G,1,1,1,0,288.3439166,3.34848,2.913465,65.34052366,24.47893452,22.21739866,151.0669779,181.9317779,470.1822253,755.5389229,1297.238,0.615987881
Crocidura sokolovi,dd,Eulipotyphla,67356.30091,1389.630243,120.9694053,1065.645203,0,50,50,3,2,G,1,1,1,0,5328.991382,2.3786925,1.722923333,256.1288228,127.8852297,116.6015895,610.9285536,723.5510981,2223.842321,362.7709847,100,16.50307697
Crocidura somalica,lc,Eulipotyphla,11.5,1.137839913,0.3518084,80,0,50,50,3,2,G,1,1,1,0,650.0315417,3.532915,3.12395,60.19525286,26.77673322,22.59793372,114.2719486,141.315333,439.8627131,2008.985714,1388.4215,0.728878766
Crocidura stenocephala,en,Eulipotyphla,17.305,21.2427343,0.361993902,97.847908,0,50,50,3,2,G,1,1,1,0,330.6413333,2.99,2.999875,67.72069262,30.34557567,24.71804692,146.0730635,178.7855034,493.7598044,466.9645657,1478.288,0.890466206
Crocidura suaveolens,lc,Eulipotyphla,7.425,0.53,0.307193179,82,0,50,50,3,2,G,5,1,1,1,1460,4,3.5,91.25,27.15,25.13094,175,96.045,369.69045,5541.66,1600,0.588240092
Crocidura susiana,dd,Eulipotyphla,10.35,1.053137113,0.28148284,82.8111064,0,50,50,3,2,G,1,1,1,0,265.6713333,3.297795,3.031415,63.18614427,25.17374618,22.4340479,145.9720869,184.7125381,488.6704992,699.7363607,1290.989,0.692204037
Crocidura tanakae,lc,Eulipotyphla,14.5,1478.948506,0.977538472,138.06318,0,50,50,3,2,G,3,1,1,0,1477.260066,0.99,2.212785,131.4509493,77.10717344,54.89885712,296.0658571,346.1951286,874.4296831,1707.746683,2200,0.816551682
Crocidura tansaniana,nt,Eulipotyphla,12,21.49403281,0.319866278,98.5227123,0,50,50,3,2,G,1,1,1,0,138.1737916,2.7248,3.089,63.06106244,32.01376024,25.38479474,148.2478346,187.3173621,498.2288314,748.2361544,1182.054,0.744238559
Crocidura tarella,en,Eulipotyphla,12.42,21.58979561,0.334644184,107,0,50,50,3,2,G,1,1,1,0,30.41666655,2.75,3.11374,59.84026346,32.2307729,25.30143264,130.8516217,163.5106057,481.5514791,714.8887547,1000,0.756890298
Crocidura tarfayensis,dd,Eulipotyphla,6.085,0.7708643,0.245218096,62.495,0,50,50,3,2,G,1,1,1,0,403.763,3.198675,3.016465,76.55935205,26.41731751,22.62725466,212.1140295,247.8262285,485.157729,974.0471168,1072.709,0.533581842
Crocidura telfordi,vu,Eulipotyphla,13.6,21.50592281,0.40787641,95.2269521,0,50,50,3,2,G,1,1,1,0,427.5762083,2.566065,3.094085,71.34384183,32.50492493,23.67530908,174.0383859,225.8519318,512.2863128,1628.370423,1635.638,0.791311399
Crocidura tenuis,dd,Eulipotyphla,12,782.3740844,0.486675385,95,0,50,50,3,2,G,1,1,1,0,1116.652536,1.615,2.971975,82.21607011,68.51626427,37.55577178,233.919792,270.3550396,638.9200633,1666.073446,2800,0.744238559
Crocidura thalia,lc,Eulipotyphla,8.157340556,0.8152763,0.325783353,78.8977532,0,50,50,3,2,G,3,1,1,0,561.0080416,3.58738,2.997105,76.33058875,26.86945801,22.64427242,199.5388951,242.9408454,489.8249985,1819.415801,2785,0.615987881
Crocidura theresae,lc,Eulipotyphla,19.3,23.1990454,0.474908734,97.30077,0,50,50,3,2,G,1,1,1,0,329.2330417,1.99,3.15192,79.02762395,37.64746339,26.67177708,197.3376554,244.9389045,617.5928986,882.6584828,1036.38,0.939369463
Crocidura thomensis,en,Eulipotyphla,8.157340556,0.9694493,0.277518434,84.490555,0,50,50,3,2,G,1,1,1,0,276.5392083,3.377915,2.94918,66.00484615,24.2596107,22.15317504,153.2959825,197.5424318,475.9025737,569.9389505,1325,0.615987881
Crocidura trichura,cr,Eulipotyphla,8.157340556,678.379822,1.908309605,95,0,0,100,3,1,G,1,1,1,0,1420.744842,0.99,2.21521,133.8608729,76.9538712,54.74614126,296.2250513,343.8933051,873.6379176,1684.733187,887.483,0.615987881
Crocidura turba,lc,Eulipotyphla,12.42,21.58728561,0.335388311,107,0,50,50,3,2,G,1,1,1,0,30.41666655,2.75,3.117415,60.11944474,32.244776,25.32268922,130.2009709,161.704519,483.2674005,692.3045794,1119.851,0.756890298
Crocidura ultima,dd,Eulipotyphla,16,119.1587124,2.973560741,105.5366825,0,50,50,3,2,G,1,1,1,0,1434.992713,1.97508,2.25697,139.4936927,46.42892023,49.19003388,293.5324432,354.9152602,1208.672779,723.4823485,0,0.856903957
Crocidura usambarae,vu,Eulipotyphla,11.83,2.5604255,0.341149941,79.72,0,50,50,3,2,G,1,1,1,0,414.1350833,1.99,3.18599,69.98337365,32.4897795,25.2423411,149.6134487,193.6143745,544.4759569,1173.289661,1139.174,0.739053506
Crocidura viaria,lc,Eulipotyphla,15.3,1.395,0.355071153,88.8,0,50,50,3,2,G,1,1,1,0,403.9242083,3.495,3.03595,52.02042202,25.3320271,20.39212,108.8451415,137.6282656,425.1289438,839.9412196,1465.406,0.838324498
Crocidura virgata,lc,Eulipotyphla,10.49,1.047495313,0.289246336,84,0,50,50,3,2,G,1,1,1,0,373.2185833,3.592815,2.963045,54.14698547,25.99412474,23.03839616,111.7801071,142.3797769,449.8991514,828.8483573,1302.455,0.696776261
Crocidura voi,lc,Eulipotyphla,8.157340556,0.8581193,0.270015471,80.496956,0,50,50,3,2,G,1,1,1,0,368.3427916,3.248945,3.029845,65.88697439,25.64569168,23.85803916,155.6487721,204.7557848,469.3057509,895.4169529,1039.913,0.615987881
Crocidura vorax,lc,Eulipotyphla,10.6,0.88,0.32432012,82.145,0,50,50,3,2,G,1,1,1,0,1460,4.04,3.5,28.23066403,29,23.82,75,104,438.2433702,4530.352568,1027.495667,0.700346932
Crocidura vosmaeri,dd,Eulipotyphla,12,8.48047205,0.762330285,95,0,50,50,3,2,G,1,1,1,0,812.480875,1.615,3.205175,82.88710799,41.75633755,27.09897278,198.441994,238.2249612,629.4018212,1653.100559,1000,0.744238559
Crocidura watasei,lc,Eulipotyphla,5.47,1.2922978,1.424410013,63.88,0,50,50,3,2,G,2,1,1,0,757.0252083,3.14,3.145125,79.96953883,27.08793707,23.23206007,207.0673777,240.1342462,486.0617113,2082.800751,400,0.506439005
Crocidura whitakeri,lc,Eulipotyphla,5.58,0.7469393,0.184057819,61.2,0,50,50,3,2,G,3,1,1,0,441.3120708,3.56683,2.9414,80.04038277,25.49471888,21.6194645,224.5132807,259.4990164,459.2841016,1113.24823,1865.259667,0.511403992
Crocidura wimmeri,cr,Eulipotyphla,23.5,23.7480023,0.479308567,98.63488,0,50,50,3,2,G,1,1,1,0,346.75,2.3219,3.122185,79.65457452,33.39525976,26.37559374,197.3031215,244.6981902,596.1649425,856.7810483,1033.754,1.034514564
Crocidura wuchihensis,dd,Eulipotyphla,5.47,78.16431095,2.290260479,63.88,0,50,50,3,2,G,1,1,1,0,667.0770417,3.14,3.252005,80.34648815,32.76441116,26.56042608,218.3474582,254.4386896,555.7812119,1931.005658,200,0.506439005
Crocidura xantippe,lc,Eulipotyphla,11.4,1.080712113,0.299897141,87.8281932,0,50,50,3,2,G,2,1,1,0,228.8914999,3.471715,2.938175,63.46748656,24.81315862,21.82606992,143.6031626,184.1484278,485.1142656,803.8437714,1405.941,0.725766192
Crocidura yankariensis,lc,Eulipotyphla,4.99,0.8215593,0.247994516,67.87338124,0,50,50,3,2,G,1,1,1,0,351.358125,3.17698,2.98091,75.75648945,25.36242016,22.45013904,211.5402873,245.7372399,486.2375866,862.3179389,1149.472,0.484152996
Crocidura zaitsevi,dd,Eulipotyphla,55474.82713,1305.525453,113.4652673,1025.303083,0,50,50,3,2,G,1,1,1,0,5217.752157,2.3672275,1.722438333,254.463451,126.1964821,108.3146387,599.5462067,717.9610434,2186.01299,386.0706809,700,16.54043069
Crocidura zaphiri,dd,Eulipotyphla,36.36,2.26,0.644716629,129,0,50,50,3,2,G,1,1,1,0,803,3.37,3.477565,62.24744648,25,23.43847954,118.2881985,143.5044841,476.5338128,1706.116185,1303.9245,1.281206269
